VF GID,VF Cate Code
VFG000827,5
VFG000828,5
VFG000829,5
VFG000830,5
VFG000831,5
VFG000832,9
VFG000833,5
VFG000834,5
VFG000835,0
VFG000836,0
VFG000837,0
VFG000838,0
VFG000839,4
VFG000840,0
VFG000841,0
VFG000842,0
VFG000843,0
VFG000844,5
VFG000845,5
VFG000846,6
VFG000859,0
VFG000860,0
VFG000861,5
VFG000862,5
VFG000863,0
VFG000871,4
VFG000872,4
VFG000873,4
VFG000874,4
VFG000875,4
VFG000876,4
VFG000877,4
VFG000878,4
VFG000879,4
VFG000880,4
VFG000881,4
VFG000882,4
VFG000883,4
VFG000884,4
VFG000885,4
VFG000886,4
VFG000887,4
VFG000888,4
VFG000889,4
VFG000890,4
VFG000891,4
VFG000893,4
VFG000901,4
VFG000902,5
VFG000903,5
VFG000905,0
VFG000906,0
VFG000907,0
VFG000908,0
VFG000909,4
VFG000910,4
VFG000911,4
VFG000912,4
VFG000913,4
VFG000914,4
VFG000915,4
VFG000916,1
VFG000917,1
VFG000918,1
VFG000919,1
VFG000920,1
VFG000921,1
VFG000922,1
VFG000923,1
VFG000924,1
VFG000925,1
VFG000926,1
VFG000927,1
VFG000928,1
VFG000929,1
VFG000930,1
VFG000931,1
VFG000932,1
VFG000933,1
VFG000934,1
VFG000935,1
VFG000936,1
VFG000937,1
VFG000938,1
VFG000939,1
VFG000940,1
VFG000942,4
VFG000943,4
VFG000944,4
VFG000945,4
VFG000946,4
VFG001424,4
VFG001428,4
VFG001443,8
VFG001444,8
VFG001445,8
VFG001446,4
VFG001447,0
VFG001713,4
VFG002039,0
VFG002121,5
VFG002122,5
VFG002123,5
VFG002412,4
VFG002413,4
VFG002414,4
VFG002415,4
VFG002416,4
VFG002417,4
VFG012327,4
VFG012329,4
VFG012333,4
VFG012335,4
VFG012337,4
VFG012339,4
VFG012341,4
VFG012343,4
VFG012362,5
VFG012436,5
VFG012438,5
VFG012493,0
VFG012501,1
VFG012505,1
VFG012509,1
VFG012513,1
VFG012591,1
VFG012597,1
VFG012603,1
VFG012609,1
VFG012615,1
VFG012621,1
VFG012627,1
VFG033389,4
VFG033393,4
VFG033422,5
VFG033439,5
VFG033448,5
VFG033457,5
VFG033466,5
VFG033475,5
VFG033484,5
VFG033493,5
VFG033502,5
VFG033511,5
VFG033520,5
VFG033536,5
VFG033545,5
VFG033562,5
VFG033579,5
VFG033587,5
VFG033604,5
VFG033612,5
VFG033621,5
VFG033630,5
VFG033639,5
VFG033666,5
VFG033675,5
VFG033738,5
VFG033747,5
VFG033773,5
VFG033788,5
VFG033805,5
VFG034541,4
VFG034574,11
VFG034575,4
VFG034576,4
VFG034577,4
VFG034578,4
VFG034612,4
VFG034624,4
VFG034636,4
VFG034648,4
VFG034679,8
VFG034721,8
VFG034746,5
VFG034754,5
VFG034761,5
VFG034764,5
VFG034772,5
VFG034778,5
VFG034780,5
VFG034786,5
VFG034788,5
VFG034803,5
VFG034804,5
VFG034810,5
VFG034815,5
VFG034817,5
VFG034825,5
VFG034826,5
VFG034831,5
VFG034837,5
VFG034840,5
VFG034849,5
VFG034851,5
VFG034859,5
VFG034861,5
VFG034866,5
VFG034873,5
VFG034875,5
VFG034880,5
VFG034882,5
VFG034887,5
VFG034895,5
VFG034897,5
VFG034901,5
VFG034908,5
VFG034910,5
VFG034915,5
VFG034917,5
VFG034922,5
VFG034928,5
VFG034929,5
VFG034932,5
VFG034942,5
VFG034951,5
VFG034954,5
VFG034966,5
VFG034975,5
VFG034977,5
VFG034984,5
VFG034985,5
VFG034987,5
VFG034992,5
VFG035000,5
VFG035006,5
VFG035012,5
VFG035020,5
VFG035025,5
VFG035027,5
VFG035032,5
VFG035037,5
VFG035043,5
VFG035045,5
VFG035053,5
VFG035062,5
VFG035073,5
VFG035902,11
VFG035909,11
VFG035916,11
VFG035923,11
VFG035929,11
VFG036066,0
VFG036068,0
VFG042218,5
VFG042219,5
VFG042336,5
VFG042382,4
VFG042389,4
VFG042390,4
VFG042567,4
VFG042568,4
VFG042569,4
VFG042784,4
VFG042788,4
VFG042789,4
VFG042791,4
VFG042793,4
VFG042794,4
VFG042796,4
VFG043732,0
VFG043733,0
VFG043734,0
VFG044159,1
VFG044165,1
VFG044172,1
VFG045328,0
VFG045349,4
VFG045464,3
VFG045788,4
VFG045789,4
VFG045790,4
VFG045791,4
VFG045792,4
VFG045793,4
VFG045794,4
VFG045818,5
VFG050157,8
VFG050158,8
VFG050159,8
VFG050160,8
VFG050161,8
VFG050162,8
VFG050163,8
VFG050164,8
VFG050165,8
VFG050166,8
VFG050167,8
VFG050168,8
VFG050169,8
VFG042845,4
VFG042846,4
VFG042847,4
VFG042848,4
VFG042850,4
VFG042851,4
VFG042852,4
VFG042853,4
VFG042854,4
VFG042855,4
VFG042856,4
VFG042857,4
VFG042858,4
VFG042859,4
VFG044194,1
VFG044195,1
VFG044196,1
VFG044197,1
VFG044198,1
VFG044199,1
VFG044346,1
VFG046318,4
VFG046465,4
VFG046483,4
VFG046501,11
VFG046519,11
VFG046537,11
VFG046553,12
VFG046569,12
VFG046582,12
VFG046595,12
VFG046610,3
VFG046628,3
VFG046645,3
VFG046662,3
VFG046680,3
VFG046694,3
VFG046706,3
VFG046718,3
VFG046732,3
VFG046747,3
VFG046763,3
VFG046781,3
VFG046799,3
VFG046817,3
VFG046835,3
VFG046853,3
VFG046871,3
VFG046887,3
VFG046903,3
VFG046921,3
VFG046938,3
VFG046955,3
VFG046972,3
VFG046988,3
VFG047006,3
VFG047022,3
VFG047039,3
VFG047055,3
VFG047068,3
VFG047082,3
VFG047095,3
VFG047111,3
VFG047125,3
VFG047137,3
VFG047149,3
VFG047162,3
VFG047176,3
VFG047189,3
VFG047204,3
VFG047221,3
VFG047239,3
VFG047256,3
VFG047274,3
VFG047401,1
VFG047416,1
VFG047431,1
VFG047461,1
VFG047478,1
VFG047495,1
VFG047512,1
VFG047529,1
VFG047546,1
VFG047564,1
VFG047582,1
VFG047600,1
VFG047618,1
VFG047636,1
VFG047654,1
VFG047672,1
VFG047690,1
VFG047708,1
VFG047726,1
VFG047748,5
VFG047777,5
VFG047806,5
VFG047834,5
VFG047860,5
VFG047889,5
VFG047917,5
VFG047945,5
VFG047973,5
VFG048002,5
VFG048030,5
VFG048055,5
VFG048082,5
VFG048111,5
VFG048140,5
VFG048169,5
VFG048194,5
VFG000326,3
VFG000327,3
VFG000328,3
VFG000329,3
VFG000330,3
VFG000331,3
VFG000332,3
VFG000333,3
VFG000334,4
VFG000335,4
VFG000336,3
VFG000337,6
VFG000338,1
VFG000339,1
VFG000340,1
VFG000341,1
VFG000343,1
VFG000344,1
VFG000347,1
VFG000348,1
VFG000685,3
VFG000686,3
VFG000687,3
VFG000688,3
VFG000689,3
VFG000690,3
VFG000691,3
VFG000692,3
VFG000693,3
VFG000694,3
VFG000696,3
VFG000704,3
VFG001144,4
VFG001145,4
VFG001146,4
VFG001147,4
VFG001148,4
VFG001149,4
VFG001151,4
VFG001152,4
VFG001153,4
VFG001154,4
VFG001155,4
VFG001156,4
VFG013139,4
VFG013236,3
VFG013242,3
VFG013248,3
VFG013254,3
VFG013260,3
VFG013265,3
VFG013271,3
VFG013276,3
VFG013281,3
VFG013286,3
VFG013292,3
VFG013299,3
VFG013315,3
VFG013321,3
VFG013327,3
VFG013342,3
VFG013346,3
VFG013352,3
VFG013354,3
VFG013361,3
VFG013365,3
VFG013368,3
VFG013374,3
VFG013380,3
VFG013384,3
VFG013390,3
VFG013400,3
VFG013412,3
VFG013418,3
VFG013424,3
VFG013436,3
VFG013465,3
VFG013471,3
VFG013476,3
VFG013482,3
VFG013487,3
VFG013491,3
VFG013496,3
VFG013500,3
VFG013503,3
VFG013508,3
VFG013594,1
VFG045329,1
VFG000269,12
VFG000270,12
VFG000271,12
VFG000272,12
VFG000273,12
VFG000274,12
VFG000275,12
VFG000276,7
VFG000277,7
VFG000278,7
VFG000279,0
VFG000280,5
VFG000282,5
VFG000283,5
VFG000284,5
VFG000285,5
VFG000286,5
VFG000287,5
VFG000288,5
VFG000289,5
VFG000290,5
VFG000291,5
VFG000292,5
VFG000293,5
VFG000294,5
VFG000295,5
VFG000296,5
VFG000297,5
VFG000298,5
VFG000299,5
VFG000300,5
VFG000301,5
VFG000302,5
VFG000303,5
VFG000304,5
VFG000305,5
VFG000306,5
VFG000307,3
VFG000308,3
VFG000309,3
VFG000310,7
VFG000311,7
VFG000312,4
VFG000313,3
VFG000314,3
VFG000315,3
VFG000316,3
VFG000317,3
VFG000318,3
VFG000320,3
VFG000321,3
VFG000322,3
VFG000323,3
VFG001142,4
VFG001143,3
VFG006339,4
VFG006342,4
VFG006349,4
VFG006512,3
VFG006528,7
VFG006533,7
VFG006538,7
VFG006543,7
VFG006548,7
VFG006553,7
VFG006557,7
VFG006562,7
VFG006567,7
VFG006572,7
VFG006577,7
VFG006582,7
VFG006587,7
VFG006592,7
VFG006597,7
VFG006602,7
VFG006612,7
VFG006617,7
VFG006622,7
VFG006627,7
VFG006632,7
VFG006637,7
VFG006647,7
VFG006652,7
VFG006657,7
VFG006662,7
VFG006667,7
VFG006672,7
VFG006677,7
VFG006681,7
VFG006686,7
VFG006696,7
VFG006701,7
VFG043364,7
VFG043365,7
VFG043366,7
VFG043367,7
VFG043368,7
VFG043369,7
VFG043371,7
VFG043372,7
VFG043373,7
VFG043374,7
VFG043375,7
VFG043376,7
VFG043377,7
VFG043378,7
VFG043379,7
VFG043381,7
VFG043382,7
VFG043383,7
VFG043384,7
VFG043385,7
VFG043386,7
VFG043387,7
VFG043389,7
VFG043390,7
VFG043391,7
VFG050273,3
VFG043623,2
VFG043624,2
VFG043625,2
VFG043626,2
VFG043627,2
VFG044322,1
VFG044323,1
VFG044324,1
VFG044325,1
VFG044326,1
VFG044327,1
VFG044328,1
VFG044329,1
VFG044330,1
VFG044331,1
VFG044332,1
VFG044333,1
VFG044334,1
VFG044335,1
VFG044336,1
VFG044337,1
VFG048229,4
VFG048237,4
VFG048247,4
VFG048257,4
VFG048267,4
VFG048277,4
VFG048287,4
VFG048297,4
VFG048307,4
VFG048317,4
VFG048327,2
VFG048338,2
VFG048348,2
VFG048409,1
VFG048419,1
VFG048429,1
VFG048439,1
VFG048449,1
VFG048459,1
VFG048468,1
VFG048478,1
VFG048488,1
VFG048498,1
VFG048508,1
VFG048518,1
VFG048528,1
VFG048547,1
VFG048550,1
VFG048551,1
VFG048554,1
VFG048600,1
VFG048603,1
VFG048606,1
VFG048609,1
VFG048620,1
VFG048621,1
VFG048632,5
VFG048643,5
VFG048654,5
VFG048665,5
VFG048676,5
VFG048687,5
VFG048697,5
VFG048708,5
VFG048755,5
VFG048762,5
VFG048771,5
VFG048779,5
VFG048787,5
VFG048797,3
VFG048808,3
VFG048819,3
VFG048830,3
VFG048841,3
VFG048852,3
VFG048863,3
VFG048874,3
VFG048885,3
VFG048896,3
VFG048907,3
VFG048918,3
VFG048929,3
VFG048940,3
VFG048951,3
VFG048962,3
VFG048972,3
VFG048980,3
VFG048985,3
VFG048990,3
VFG048995,9
VFG048996,9
VFG048998,9
VFG049007,9
VFG049018,9
VFG049029,3
VFG049040,3
VFG049051,3
VFG049062,3
VFG049073,3
VFG049084,3
VFG049095,3
VFG049114,1
VFG049116,1
VFG049118,1
VFG049120,1
VFG049122,1
VFG049124,1
VFG049133,13
VFG049144,13
VFG049147,0
VFG049148,0
VFG049149,0
VFG049150,0
VFG049151,0
VFG049152,0
VFG049153,0
VFG049154,0
VFG049155,0
VFG049156,0
VFG049157,0
VFG049158,0
VFG049159,0
VFG049160,0
VFG049161,0
VFG049162,0
VFG049163,0
VFG049164,0
VFG001830,5
VFG001831,5
VFG001832,5
VFG001833,5
VFG001834,5
VFG001835,5
VFG001836,5
VFG001837,5
VFG001838,5
VFG001839,5
VFG001840,5
VFG001841,5
VFG001842,5
VFG001843,5
VFG001844,5
VFG001845,5
VFG001846,5
VFG001847,5
VFG001848,5
VFG001849,5
VFG001850,5
VFG001851,5
VFG001852,5
VFG001853,5
VFG001854,7
VFG001855,4
VFG001856,1
VFG001857,1
VFG001858,1
VFG001859,1
VFG001860,1
VFG001861,12
VFG001862,12
VFG001863,5
VFG001864,10
VFG001865,4
VFG001866,9
VFG001867,12
VFG001868,12
VFG001870,5
VFG001871,5
VFG001872,5
VFG001873,5
VFG001874,5
VFG001875,5
VFG001876,5
VFG001877,5
VFG001878,5
VFG001879,5
VFG001880,4
VFG001881,4
VFG001882,4
VFG001883,11
VFG001884,11
VFG001885,11
VFG001887,9
VFG001888,9
VFG001889,9
VFG001990,7
VFG001991,7
VFG001992,7
VFG001993,7
VFG001994,7
VFG001995,7
VFG001996,7
VFG001997,7
VFG001998,7
VFG001999,7
VFG002000,7
VFG002001,7
VFG002002,7
VFG002003,7
VFG002004,7
VFG002005,7
VFG002006,7
VFG002007,7
VFG002008,7
VFG002009,7
VFG002011,7
VFG002012,7
VFG002013,7
VFG002014,7
VFG002015,7
VFG002016,7
VFG002017,7
VFG002018,7
VFG002019,7
VFG002095,5
VFG002096,5
VFG002097,1
VFG002098,5
VFG002099,5
VFG002100,5
VFG002101,5
VFG002102,5
VFG002103,5
VFG002104,5
VFG002105,5
VFG002106,5
VFG002107,5
VFG002108,5
VFG002109,5
VFG002110,5
VFG002111,5
VFG002112,5
VFG002113,5
VFG002114,5
VFG002115,5
VFG002116,5
VFG002117,5
VFG002118,5
VFG002119,5
VFG002120,5
VFG002163,5
VFG010439,4
VFG010455,4
VFG010459,4
VFG010463,4
VFG010467,4
VFG010471,4
VFG010475,4
VFG010479,4
VFG010491,11
VFG010495,11
VFG010499,11
VFG010503,11
VFG010515,5
VFG010519,11
VFG010523,11
VFG010527,11
VFG010682,5
VFG010686,5
VFG010693,5
VFG010701,5
VFG010708,5
VFG010730,5
VFG010745,5
VFG010749,5
VFG010759,5
VFG010763,5
VFG010846,5
VFG010851,0
VFG010854,1
VFG010858,1
VFG010862,1
VFG010866,1
VFG010874,1
VFG010878,1
VFG010882,1
VFG010898,1
VFG010906,9
VFG018236,5
VFG041230,5
VFG041231,5
VFG041232,5
VFG041233,5
VFG041234,5
VFG041235,5
VFG041236,5
VFG041237,5
VFG041238,5
VFG041239,5
VFG041240,5
VFG041241,5
VFG041242,5
VFG041243,5
VFG041244,5
VFG041245,5
VFG041246,5
VFG041247,5
VFG041248,5
VFG041249,5
VFG041250,5
VFG041251,5
VFG041252,5
VFG041253,5
VFG041254,5
VFG041255,5
VFG041256,5
VFG041257,5
VFG041258,5
VFG041259,5
VFG041260,5
VFG041261,5
VFG041262,5
VFG041263,5
VFG041264,5
VFG041265,5
VFG041266,5
VFG041267,5
VFG041268,5
VFG041269,5
VFG041275,5
VFG041276,5
VFG041277,5
VFG041278,5
VFG041279,5
VFG041280,5
VFG041281,5
VFG041282,5
VFG041283,5
VFG041284,5
VFG041285,5
VFG041286,5
VFG041287,5
VFG041288,5
VFG041289,5
VFG041290,5
VFG041291,5
VFG041292,5
VFG041293,5
VFG041294,5
VFG041295,5
VFG041296,5
VFG041297,5
VFG041298,5
VFG041299,5
VFG041300,5
VFG041301,5
VFG041302,5
VFG041303,5
VFG041304,5
VFG041305,5
VFG041306,5
VFG041307,5
VFG041308,5
VFG041309,5
VFG041310,5
VFG041311,5
VFG041312,5
VFG041313,5
VFG041314,5
VFG041315,5
VFG041316,5
VFG041317,5
VFG041318,5
VFG041319,5
VFG041320,5
VFG041321,5
VFG041322,5
VFG041323,5
VFG041324,5
VFG041325,5
VFG041326,5
VFG041327,5
VFG041328,5
VFG041329,5
VFG041330,5
VFG041331,5
VFG041332,5
VFG041333,5
VFG041334,5
VFG041335,5
VFG041336,5
VFG041337,5
VFG041338,5
VFG041339,5
VFG041340,5
VFG041341,5
VFG041342,5
VFG041343,5
VFG041344,5
VFG041345,5
VFG041346,5
VFG041347,5
VFG041348,5
VFG041349,5
VFG041350,5
VFG041351,5
VFG042860,4
VFG042861,4
VFG042862,4
VFG042863,4
VFG042864,4
VFG042865,4
VFG042866,4
VFG042867,4
VFG042869,4
VFG042870,4
VFG043318,7
VFG043319,7
VFG043320,7
VFG043321,7
VFG043331,7
VFG043336,7
VFG043338,7
VFG043340,7
VFG043345,7
VFG043346,7
VFG043349,7
VFG043350,7
VFG043360,7
VFG043361,7
VFG043362,7
VFG043363,7
VFG044128,1
VFG045296,3
VFG045297,3
VFG045298,3
VFG045299,3
VFG045300,3
VFG045301,3
VFG045302,3
VFG045303,3
VFG045304,3
VFG045305,3
VFG045306,3
VFG045307,3
VFG045308,3
VFG045309,3
VFG045310,3
VFG045312,3
VFG045313,3
VFG045314,3
VFG045315,3
VFG045316,3
VFG045317,3
VFG045318,3
VFG045319,3
VFG045320,3
VFG045321,3
VFG045323,3
VFG045324,3
VFG045325,3
VFG045326,11
VFG045327,12
VFG045330,1
VFG045475,5
VFG045476,5
VFG045477,5
VFG045478,5
VFG045479,5
VFG045480,5
VFG045481,5
VFG045482,5
VFG045483,5
VFG045484,5
VFG045485,5
VFG045486,5
VFG045487,5
VFG045488,5
VFG045489,5
VFG045490,5
VFG045491,5
VFG045492,5
VFG045493,5
VFG045494,5
VFG045495,5
VFG045496,5
VFG045497,5
VFG045498,5
VFG045499,5
VFG045500,5
VFG045501,5
VFG045502,5
VFG045503,5
VFG045504,5
VFG045505,5
VFG045506,5
VFG045507,5
VFG045508,5
VFG045509,5
VFG045510,5
VFG045511,5
VFG045512,5
VFG045513,5
VFG045514,5
VFG045515,5
VFG045516,5
VFG045517,5
VFG045518,5
VFG045519,5
VFG045520,5
VFG045521,5
VFG045522,5
VFG045523,5
VFG045524,5
VFG045525,5
VFG045526,5
VFG045527,5
VFG045528,5
VFG045529,5
VFG045530,5
VFG045531,5
VFG045532,5
VFG045533,5
VFG045534,5
VFG045535,5
VFG045536,5
VFG045537,5
VFG045538,5
VFG045539,5
VFG045540,5
VFG045541,5
VFG045542,5
VFG045543,5
VFG045544,5
VFG045545,5
VFG045546,5
VFG045547,5
VFG045548,5
VFG045549,5
VFG045550,5
VFG045551,5
VFG045552,5
VFG045553,5
VFG045554,5
VFG045555,5
VFG045556,5
VFG045557,5
VFG045558,5
VFG045559,5
VFG045560,5
VFG045561,5
VFG045562,5
VFG045563,5
VFG045564,5
VFG045565,5
VFG045566,5
VFG045567,5
VFG045568,5
VFG045569,5
VFG045570,5
VFG045571,5
VFG045572,5
VFG045573,5
VFG045574,5
VFG045575,5
VFG045576,5
VFG045577,5
VFG045578,5
VFG045579,5
VFG045580,5
VFG045581,5
VFG045582,5
VFG045583,5
VFG045584,5
VFG045585,5
VFG045586,5
VFG045587,5
VFG045588,5
VFG045589,5
VFG045590,5
VFG045591,5
VFG045592,5
VFG045593,5
VFG045594,5
VFG045595,5
VFG045596,5
VFG045597,5
VFG045598,5
VFG045599,5
VFG045600,5
VFG045601,5
VFG045602,5
VFG045603,5
VFG045604,5
VFG045605,5
VFG045606,5
VFG045607,5
VFG045608,5
VFG045609,5
VFG000068,7
VFG000069,0
VFG000070,8
VFG000071,6
VFG000072,9
VFG000073,0
VFG000074,0
VFG000075,8
VFG000076,8
VFG000077,12
VFG000078,4
VFG000079,12
VFG000080,12
VFG000674,6
VFG001089,1
VFG001090,1
VFG002157,8
VFG002158,1
VFG002159,8
VFG002160,4
VFG002161,10
VFG002162,12
VFG006717,4
VFG006721,4
VFG006768,8
VFG032762,4
VFG032821,4
VFG032845,10
VFG032878,10
VFG032910,3
VFG032936,3
VFG032965,3
VFG032992,3
VFG033025,3
VFG045331,0
VFG045332,0
VFG045333,0
VFG045334,0
VFG045335,0
VFG045336,0
VFG045337,0
VFG045338,0
VFG045468,1
VFG049468,4
VFG001379,9
VFG001380,12
VFG001381,11
VFG001382,11
VFG001383,4
VFG001385,11
VFG001386,9
VFG001390,9
VFG001391,1
VFG001392,9
VFG001393,1
VFG001395,1
VFG001396,12
VFG001397,12
VFG001400,0
VFG001401,0
VFG001402,0
VFG001403,1
VFG001404,12
VFG001405,9
VFG001406,9
VFG001407,3
VFG001408,3
VFG001409,3
VFG001410,3
VFG001412,9
VFG001413,9
VFG001414,9
VFG001415,1
VFG001416,1
VFG001417,1
VFG001419,4
VFG001420,11
VFG001421,12
VFG001810,4
VFG001811,4
VFG001812,4
VFG001813,3
VFG001814,1
VFG001815,1
VFG001816,1
VFG001817,1
VFG001818,1
VFG001819,1
VFG001820,1
VFG001821,1
VFG001822,1
VFG001823,1
VFG001824,9
VFG001825,9
VFG001826,9
VFG002378,5
VFG002379,5
VFG002380,5
VFG002381,5
VFG002382,5
VFG002383,5
VFG002384,5
VFG002385,5
VFG002386,5
VFG002387,5
VFG002388,5
VFG002389,5
VFG002390,5
VFG002391,5
VFG002392,5
VFG002393,5
VFG002395,5
VFG002397,5
VFG002398,5
VFG002399,5
VFG002400,5
VFG002401,5
VFG002402,5
VFG002403,5
VFG007823,3
VFG007832,3
VFG007849,3
VFG007857,3
VFG007866,3
VFG007878,3
VFG007904,3
VFG007918,3
VFG007946,3
VFG007953,3
VFG007959,3
VFG007965,3
VFG007974,3
VFG007980,3
VFG007991,3
VFG007999,3
VFG008007,3
VFG008136,3
VFG009553,1
VFG009561,1
VFG009810,9
VFG009869,9
VFG021800,1
VFG021827,1
VFG021840,1
VFG021863,5
VFG021876,5
VFG021888,5
VFG021895,5
VFG021908,5
VFG022019,5
VFG022035,5
VFG022051,5
VFG022066,5
VFG022082,5
VFG022098,5
VFG022114,5
VFG022130,5
VFG022146,5
VFG022162,5
VFG022280,5
VFG022293,5
VFG022303,5
VFG022312,5
VFG022319,5
VFG022327,5
VFG022333,5
VFG022340,5
VFG024695,3
VFG024714,3
VFG024724,3
VFG024730,3
VFG024748,3
VFG024762,3
VFG024776,3
VFG024796,3
VFG024810,3
VFG030423,3
VFG030452,3
VFG030480,3
VFG031564,3
VFG031777,5
VFG031808,5
VFG031840,5
VFG031877,5
VFG050301,5
VFG052045,3
VFG052100,3
VFG052155,3
VFG052202,3
VFG052256,3
VFG002029,4
VFG002030,4
VFG002031,4
VFG002033,4
VFG002034,4
VFG002035,4
VFG002036,4
VFG016463,4
VFG016466,4
VFG016472,4
VFG016557,3
VFG043500,4
VFG043642,4
VFG043671,0
VFG046118,4
VFG046119,4
VFG046120,4
VFG000221,4
VFG000222,4
VFG000223,4
VFG000225,4
VFG000227,4
VFG000228,4
VFG000230,4
